Name,Position,Height,Weight,Career,Team,Game,First Publish,TimeAve,ShootingRateAve,HitAve,NumberofhandsAve,ThreeRateAve,ThreeHitAve,ThreeNumAve,FoulRateAve,FoulHitAve,FoulNumAve,ReboundsAve,OffRebAve,DefRebAve,AssistsAve,StealAve,BlockAve,TurnoverAve,PersonalFoulAve,PointsAve,WinSum,LoseSum
Lionel Malamed,后卫,1.75,68,1,2,44, , ,33.4%,2.2,6.6, , , ,83.1%,1.5,1.8, , , ,1.4, , , ,1.2,5.9,,
Renaldo Major,前锋,2.01,91,1,1,1,0,27.0,20.0%,2.0,10.0, ,0.0,0.0,50.0%,1.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,4.0,5.0,0,1
Daniel Lewis Majerle,后卫-前锋,1.98,98,14,3,955,453,31.6,43.1%,4.1,9.6,35.8%,1.4,4.0,74.1%,1.7,2.4,4.5,1.2,3.3,2.9,1.3,0.4,1.2,2.0,11.4,627,328
Derrick Allen Mahorn,中锋-前锋,2.08,109,18,4,1117, ,23.1,49.3%,2.8,5.6,13.2%,0.0,0.0,70.4%,1.4,2.0,6.2,1.6,4.6,1.0,0.6,0.9,1.3,3.1,6.9, , 
Francis H. Mahoney,前锋,1.88,93,2,2,8, ,5.6,33.3%,0.5,1.5, , , ,80.0%,0.5,0.6,1.1, , ,0.3, , , ,0.9,1.5,,
Brian C. Mahoney,后卫,1.91,79,,,,,,,,,,,,,,,,,,,,,,,,,
John E. Mahnken,中锋,2.03,100,7,7,414, , ,27.2%,2.3,8.6, , , ,65.0%,1.1,1.7, , , ,1.3, , , ,2.8,5.8,,
Ian Mahinmi,中锋,2.11,116,10,4,491,92,16.8,53.6%,1.9,3.6,0.0%,0.0,0.0,59.9%,1.3,2.1,4.3,1.5,2.9,0.5,0.6,0.7,0.9,2.6,5.1,297,194
Randolph Mahaffey,前锋,2.01,95,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaal Dane Magloire,中锋,2.11,117,12,8,680,314,21.5,48.0%,2.6,5.4,0.0%,0.0,0.0,63.9%,2.0,3.2,6.5,2.1,4.4,0.6,0.3,0.9,1.5,2.6,7.2,339,341
David John Magley,前锋,2.03,92,1,1,14,0,4.0,25.0%,0.3,1.1,0.0%,0.0,0.1,50.0%,0.3,0.6,0.7,0.1,0.6,0.1,0.1,0.0,0.1,0.4,0.9,,
Corey Antoine Maggette,前锋,1.98,99,14,6,827,478,28.2,45.3%,4.9,10.8,32.4%,0.6,1.7,82.2%,5.6,6.8,4.9,1.1,3.8,2.1,0.7,0.2,2.3,2.8,16.0,319,508
Norman Clifford Mager,前锋,1.96,84,1,1,22, , ,25.4%,1.5,5.7, , , ,77.1%,1.7,2.2,2.0, , ,1.0, , , ,2.5,4.6,,
Mark Ellsworth Madsen,前锋,2.06,109,9,2,453,70,11.8,45.7%,0.8,1.8,6.3%,0.0,0.0,52.7%,0.5,0.9,2.6,1.2,1.3,0.4,0.3,0.2,0.5,1.9,2.2,262,191
Gerald Madkins Jr.,后卫,1.93,91,3,2,48,0,8.8,36.6%,0.5,1.5,37.5%,0.3,0.7,76.2%,0.3,0.4,0.5,0.1,0.5,1.4,0.5,0.0,0.6,0.8,1.7,20,28
Theodore Maddox,后卫,1.93,86,1,1,9,0,3.9,25.0%,0.3,1.3,0.0%,0.0,0.3,62.5%,0.6,0.9,0.8,0.1,0.7,0.6,0.3,0.1,0.3,0.4,1.2,5,4
Jack C. Maddox,前锋-后卫,1.91,84,1,1,1, , , ,0.0,0.0, , , , ,0.0,0.0, , , ,1.0, , , ,0.0,0.0,,
Kyle Robert Macy,后卫,1.91,79,7,3,551, ,25.9,50.1%,3.9,7.9,33.7%,0.3,1.0,87.3%,1.3,1.5,2.2,0.6,1.6,4.0,1.1,0.1,1.3,2.0,9.5, , 
Mark L. Macon,后卫,1.93,84,6,2,251,104,20.0,38.4%,2.8,7.2,27.0%,0.1,0.5,73.5%,1.0,1.4,1.9,0.7,1.2,1.7,1.4,0.1,1.3,2.3,6.7,85,166
Donald James MacLean,前锋,2.08,107,9,7,319,111,20.9,45.5%,4.1,9.1,28.4%,0.2,0.6,76.5%,2.5,3.3,3.8,1.1,2.7,1.3,0.4,0.2,1.2,1.9,10.9,118,201
John Andrew Macknowski,后卫-前锋,1.83,82,2,1,117, , ,31.7%,2.4,7.7, , , ,72.7%,2.2,3.0, , , ,1.1, , , ,2.2,7.0,,
Vernon Leon Macklin,前锋,2.08,103,1,1,23,0,5.9,54.3%,0.8,1.5, ,0.0,0.0,57.1%,0.3,0.6,1.5,0.6,0.9,0.2,0.2,0.2,0.1,0.4,2.0,5,18
Durand Macklin,前锋-后卫,2.01,93,3,2,160,52,17.2,44.9%,2.5,5.5,0.0%,0.0,0.0,77.6%,1.5,2.0,2.9,1.3,1.6,0.8,0.5,0.2,1.3,2.7,6.4,,
Malcolm Malik Mackey,前锋-中锋,2.06,112,1,1,22,0,3.1,37.8%,0.6,1.7,0.0%,0.0,0.1,50.0%,0.2,0.4,1.1,0.5,0.5,0.0,0.0,0.1,0.1,0.4,1.5,13,9
Shelvin Bernard Mack,后卫,1.91,92,7,5,348,52,17.6,42.4%,2.5,5.8,32.1%,0.6,1.9,74.6%,0.7,1.0,1.9,0.2,1.7,3.0,0.6,0.0,1.2,1.2,6.2,171,177
Sam Mack,前锋-后卫,2.01,100,7,5,259,105,19.4,40.0%,2.8,6.9,37.4%,1.3,3.4,83.1%,1.0,1.2,2.1,0.4,1.6,1.3,0.6,0.1,0.8,1.8,7.8,116,143
Oliver Mack,后卫,1.91,84,3,3,128, ,19.6,45.8%,3.1,6.8,0.0%,0.0,0.1,67.4%,1.0,1.4,2.5,1.0,1.5,1.8,0.7,0.1,0.9,1.4,7.2,,
Arvydas Macijauskas,后卫,1.93,97,1,1,19,0,7.1,34.1%,0.7,2.2,25.0%,0.2,0.6,86.7%,0.7,0.8,0.5,0.2,0.4,0.3,0.4,0.0,0.4,0.5,2.3,5,14
Ronald MacGilvray,后卫,1.88,84,1,1,6, ,9.5,16.7%,0.3,2.0, , , ,57.1%,0.7,1.2,1.5, , ,1.8, , , ,0.8,1.3,,
Todd Carlyle MacCulloch,中锋,2.13,127,4,2,223,105,15.4,54.1%,2.5,4.7, ,0.0,0.0,64.2%,1.0,1.6,4.0,1.5,2.5,0.5,0.3,0.8,0.7,2.1,6.1,145,78
Charles Edward Macauley Jr.,中锋-前锋,2.03,84,10,3,641, , ,43.6%,5.8,13.4, , , ,76.1%,5.9,7.7, , , ,3.2, , , ,2.6,17.5,,
Michael Emilius Macaluso,前锋,1.96,95,1,1,30, ,3.7,43.2%,0.6,1.5, , , ,58.8%,0.3,0.6,0.8,0.3,0.5,0.1,0.2,0.0, ,1.0,1.6,,
Obinna Julius Nwosu,中锋,2.08,116,1,1,23,0,3.7,32.1%,0.4,1.2, ,0.0,0.0,76.5%,0.6,0.7,1.0,0.5,0.6,0.1,0.0,0.1,0.4,0.9,1.3,16,7
Dennis Clay Nutt,后卫,1.88,77,1,1,25,0,3.6,40.0%,0.6,1.6,29.4%,0.2,0.7,90.9%,0.8,0.9,0.3,0.0,0.3,0.6,0.3,0.0,0.4,0.2,2.3,18,7
Dirk Nowitzki,前锋,2.13,111,20,1,1417,1386,34.7,47.3%,7.6,16.1,38.2%,1.3,3.4,87.9%,5.0,5.7,7.8,1.0,6.8,2.5,0.8,0.9,1.7,2.4,21.5,881,536
Melvyn P. Nowell,后卫,1.88,77,1,1,39, ,15.1,38.8%,2.4,6.1, , , ,72.7%,1.2,1.7,1.7, , ,2.2, , , ,2.2,5.9,,
Steven Michael Novak,前锋,2.08,102,11,9,467,6,12.1,43.7%,1.6,3.7,43.0%,1.2,2.9,87.7%,0.2,0.2,1.3,0.1,1.1,0.3,0.2,0.1,0.2,0.8,4.7,234,233
Michael D. Novak,中锋-前锋,2.06,99,3,3,125, , ,31.0%,1.3,4.2, , , ,56.6%,0.8,1.4, , , ,1.4, , , ,2.7,3.4,,
Stanley M. Noszka,后卫,1.85,84,3,2,110, , ,28.0%,2.3,8.3, , , ,66.7%,1.3,2.0, , , ,0.6, , , ,2.5,6.0,,
George Thomas Nostrand,中锋-前锋,2.03,88,4,6,221, , ,30.5%,3.1,10.1, , , ,53.8%,2.0,3.8, , , ,0.8, , , ,2.6,8.2,,
Willie B. Norwood,前锋,2.01,100,7,3,430, ,17.1,48.8%,2.8,5.8, , , ,69.7%,1.8,2.6,3.7, , ,0.8, , , ,2.4,7.5,,
Sylvester Norris,中锋,2.11,100,1,1,17, ,11.1,41.9%,1.1,2.5, ,0.0,0.0,66.7%,0.2,0.4,2.5,0.6,1.9,0.4,0.2,0.7,1.1,2.4,2.4,,
Martyn Norris,后卫,1.85,79,9,5,445,35,17.2,40.1%,1.8,4.6,28.6%,0.3,0.9,74.0%,1.2,1.6,2.0,0.5,1.5,2.8,0.7,0.0,1.2,1.1,5.1,205,240
Audie James Norris,中锋,2.06,104,3,1,187,14,13.8,51.1%,1.5,3.0,0.0%,0.0,0.0,66.2%,1.4,2.0,3.1,1.1,2.0,0.8,0.5,0.4,1.3,2.7,4.4,,
Kenneth Darnel Norman,前锋,2.03,98,10,3,646,441,29.4,48.6%,5.8,11.9,31.2%,0.4,1.1,56.7%,1.6,2.8,6.1,2.1,4.0,2.1,0.8,0.7,1.8,2.3,13.5,255,391
Coniel Norman,后卫,1.91,79,3,2,99, ,12.3,43.9%,2.8,6.4, , , ,82.0%,0.4,0.5,1.5,0.7,0.8,0.9,0.4,0.1, ,1.3,6.0,,
John A. Norlander,前锋,1.91,82,5,1,217, , ,32.8%,3.0,9.2, , , ,67.7%,2.3,3.4, , , ,1.0, , , ,2.0,8.3,,
Robert Nordmann,中锋,2.08,102,4,4,133, ,12.2,45.9%,1.8,3.9, , , ,49.0%,0.7,1.5,3.9, , ,0.5, , , ,2.2,4.3,,
Jeff Wallace Nordgaard,前锋,2.01,102,1,1,13,0,3.7,27.8%,0.4,1.4, ,0.0,0.0,88.9%,0.6,0.7,1.1,0.3,0.8,0.2,0.2,0.0,0.2,0.5,1.4,6,7
Paul E. Nolen,中锋,2.08,,1,1,1, ,2.0,0.0%,0.0,1.0, , , , ,0.0,0.0,1.0, , ,0.0, , , ,1.0,0.0,,
James S. Nolan,中锋,2.03,95,1,1,5, , ,19.0%,0.8,4.2, , , , ,0.0,0.0, , , ,0.8, , , ,2.8,1.6,,
Paul Wendel Noel,前锋,1.93,84,5,2,201, , ,29.1%,1.3,4.4, , , ,63.6%,0.7,1.1, , , ,0.7, , , ,1.6,3.3,,
David Anthony Noel III,前锋,1.98,104,1,1,68,0,11.6,36.7%,1.0,2.6,32.1%,0.3,0.8,86.0%,0.5,0.6,1.8,0.6,1.2,1.0,0.4,0.1,0.6,1.1,2.7,22,46
Andres Marcelo Nocioni,前锋,2.01,102,8,3,514,203,23.4,43.1%,3.8,8.7,37.3%,1.1,3.1,79.9%,1.9,2.3,4.5,0.7,3.8,1.2,0.4,0.4,1.4,2.7,10.5,233,281
Charles E. Noble,后卫,1.93,86,7,2,411, ,22.4,34.6%,3.3,9.6, , , ,73.1%,1.3,1.8,2.6, , ,3.3, , , ,2.7,8.0,,
Joakim Simon Noah,中锋,2.11,105,11,2,620,511,28.8,49.0%,3.4,7.0,0.0%,0.0,0.0,69.9%,2.1,3.0,9.3,3.3,6.0,2.9,0.8,1.4,1.7,2.8,9.0,344,276
Norman Ellard Nixon,后卫,1.88,77,10,3,768, ,35.5,48.3%,6.8,14.1, , , ,77.2%,2.0,2.6,2.6,0.6,2.0,8.3,1.5,0.1,3.1,2.6,15.7, , 
Dyron Patrick Nix,前锋,2.01,95,1,1,20,0,5.5,35.9%,0.7,2.0, ,0.0,0.0,68.8%,0.6,0.8,1.3,0.4,0.9,0.3,0.2,0.1,0.4,0.8,2.0,9,11
Kurt Allen Nimphius,中锋-前锋,2.08,99,8,5,564,210,20.3,48.7%,2.6,5.3,10.0%,0.0,0.0,66.8%,1.2,1.9,4.4,1.6,2.8,1.2,0.3,1.2,1.0,2.9,6.4, , 
Michael Donnell Niles,前锋,1.98,102,1,1,44, ,5.3,34.8%,1.1,3.1,50.0%,0.0,0.1,45.9%,0.4,0.8,1.3,0.6,0.7,0.3,0.2,0.0,0.6,0.9,2.6,,
John Richard Niemiera,后卫-前锋,1.85,75,2,2,115, , ,33.0%,2.0,5.9, , , ,77.6%,2.1,2.6, , , ,1.8, , , ,1.7,6.0,,
Richard W. Niemann,中锋,2.13,111,2,3,40, ,7.3,41.4%,1.2,2.8, , , ,77.8%,0.5,0.7,2.7, , ,0.5, , , ,1.8,2.8,,
Orlando Carl Nicks,后卫,1.85,79,3,3,156, ,16.5,46.2%,2.9,6.2,0.0%,0.0,0.1,57.0%,1.1,1.9,1.9,0.7,1.2,1.6,0.8,0.0,1.5,2.2,6.8,,
Gaylon H. Nickerson,后卫,1.91,86,1,2,4,0,10.5,33.3%,1.0,3.0,0.0%,0.0,0.5,100.0%,1.8,1.8,1.3,0.3,1.0,0.3,0.3,0.3,0.3,0.3,3.8,2,2
Jack Edward Nichols,中锋-前锋,2.01,101,9,4,504, , ,36.9%,4.0,10.8, , , ,75.2%,2.4,3.2, , , ,1.9, , , ,3.0,10.4,,
Demetris Tiaunt Nichols,前锋,2.03,98,2,3,18,0,3.2,28.1%,0.5,1.8,20.0%,0.2,0.8,50.0%,0.1,0.1,0.4,0.0,0.4,0.1,0.0,0.2,0.2,0.3,1.2,6,12
Bill R. Newton,中锋,2.06,100,,,,,,,,,,,,,,,,,,,,,,,,,
David L. Newmark,中锋,2.13,109,2,2,145, ,12.2,40.5%,2.2,5.3, , , ,67.1%,1.0,1.5,3.6, , ,0.7, , , ,2.3,5.3,,
John Sylvester Newman Jr.,前锋-后卫,2.01,86,16,7,1159,512,24.5,46.1%,3.8,8.3,33.6%,0.5,1.5,81.0%,2.8,3.4,2.2,0.8,1.4,1.5,0.9,0.2,1.4,2.8,11.0,495,664
Michael F. Newlin,后卫-前锋,1.93,91,11,3,837, ,29.4,46.6%,5.6,12.1, , , ,87.0%,3.6,4.1,3.0, , ,4.0, , , ,3.0,14.9,,
Ira Newble,前锋,2.01,100,8,5,380,197,20.1,44.6%,2.1,4.6,34.1%,0.2,0.7,77.8%,0.7,1.0,2.9,1.1,1.9,0.9,0.5,0.3,0.8,1.8,5.1,195,185
Ivano Miguel Newbill,前锋,2.06,111,3,3,134,4,10.7,39.4%,0.6,1.4,100.0%,0.0,0.0,43.3%,0.3,0.8,2.6,1.0,1.6,0.4,0.4,0.2,0.5,1.6,1.5,59,75
Melvin Newbern,后卫,1.93,91,1,1,33,1,9.4,37.2%,1.3,3.4,12.5%,0.0,0.2,56.7%,1.0,1.8,1.1,0.6,0.5,1.7,0.7,0.0,1.0,1.3,3.6,14,19
Charles Goodrich Nevitt,中锋,2.26,98,9,5,155,0,5.3,43.8%,0.6,1.5, ,0.0,0.0,58.9%,0.3,0.6,1.5,0.5,1.0,0.1,0.1,0.7,0.5,1.4,1.6, , 
Paul R. Neumann,后卫,1.85,79,6,3,453, ,24.5,44.2%,4.0,9.1, , , ,79.9%,2.9,3.7,2.9, , ,3.2, , , ,2.9,11.0,,
Johnny Neumann,后卫-前锋,1.98,91,2,3,83, ,13.9,40.6%,2.4,5.8, , , ,68.6%,0.9,1.3,1.0,0.3,0.7,2.0,0.4,0.1, ,1.9,5.6,,
Robert Netolicky,前锋-中锋,2.06,100,,,,,,,,,,,,,,,,,,,,,,,,,
Radoslav Nesterovic,中锋,2.13,112,12,4,811,595,22.2,50.2%,3.2,6.3,7.7%,0.0,0.0,58.5%,0.5,0.8,5.1,1.9,3.2,1.0,0.4,1.2,0.9,2.7,6.8,487,324
Martin Scott Nessley,中锋,2.18,118,1,2,44,0,7.6,38.5%,0.5,1.2, ,0.0,0.0,44.4%,0.2,0.4,1.9,0.5,1.3,0.4,0.2,0.3,0.5,2.0,1.1,10,34
Tyrone Lamont Nesby,前锋,1.98,102,4,2,255,118,26.1,40.4%,3.6,8.9,31.6%,0.7,2.4,77.2%,1.6,2.1,3.7,1.2,2.5,1.5,1.0,0.4,1.1,2.6,9.5,66,189
Richard S. Nemelka,后卫,1.83,79,,,,,,,,,,,,,,,,,,,,,,,,,
Ruben R. Nembhard,后卫,1.91,94,1,2,10,0,11.3,43.2%,1.6,3.7,0.0%,0.0,0.6,80.0%,0.8,1.0,0.8,0.3,0.5,1.7,0.9,0.0,0.8,1.2,4.0,7,3
Ron Nelson,后卫,1.88,79,,,,,,,,,,,,,,,,,,,,,,,,,
Louis Nelson,后卫,1.91,86,5,5,224, ,22.1,43.7%,3.7,8.4, , , ,73.8%,2.1,2.9,2.4,0.9,1.5,1.9,0.9,0.1, ,2.0,9.4,,
Jameer Nelson,后卫,1.83,91,14,5,849,640,28.3,43.8%,4.4,10.1,37.0%,1.3,3.6,81.0%,1.4,1.8,3.0,0.5,2.5,5.2,0.9,0.1,2.1,2.5,11.6,425,424
Donald Arvid Nelson,前锋,1.98,95,14,3,1053, ,20.6,48.0%,3.8,8.0, , , ,76.5%,2.7,3.6,4.9, , ,1.4, , , ,2.3,10.3,,
DeMarcus De'Juan Nelson,后卫,1.93,91,1,1,13,5,13.2,44.4%,1.8,4.2,0.0%,0.0,0.2,35.7%,0.4,1.1,1.8,0.5,1.4,1.0,0.7,0.2,1.2,1.8,4.1,3,10
Barry G. Nelson,中锋,2.08,104,1,1,28, ,3.6,41.7%,0.5,1.3, , , ,50.0%,0.2,0.4,0.7, , ,0.3, , , ,0.8,1.3,,
Albert Edward Negratti,前锋-中锋,1.91,91,1,1,11, , ,18.8%,1.2,6.3, , , ,62.5%,0.5,0.7, , , ,0.5, , , ,1.8,2.8,,
Eddie Carl Nealy,前锋,2.01,108,10,5,540,78,12.6,49.8%,1.0,2.1,29.2%,0.1,0.2,68.4%,0.6,0.8,3.3,1.1,2.2,0.7,0.5,0.1,0.4,1.7,2.7, , 
Lloyd Neal,中锋-前锋,2.01,102,7,1,435, ,25.3,48.5%,4.6,9.4, , , ,67.2%,2.0,3.0,7.7, , ,1.5, , , ,2.9,11.1,,
James Ellerbe Neal,中锋,2.11,107,2,2,80, ,13.7,30.1%,1.6,5.4, , , ,60.1%,1.2,1.9,3.8, , ,0.4, , , ,2.0,4.4,,
Gary Neal,后卫,1.93,95,7,6,352,31,21.3,42.2%,3.6,8.6,38.2%,1.3,3.4,85.0%,1.3,1.5,2.2,0.2,1.9,1.6,0.4,0.0,1.0,1.5,9.9,211,141
Craig Duane Neal,后卫,1.96,75,2,3,63,0,9.9,37.3%,0.9,2.5,30.2%,0.2,0.7,60.0%,0.4,0.7,0.7,0.1,0.6,2.5,0.4,0.1,1.2,1.5,2.5,18,45
Juan Carlos Navarro,后卫,1.91,77,1,1,82,30,25.8,40.2%,3.8,9.3,36.1%,1.9,5.3,84.9%,1.5,1.8,2.6,0.4,2.1,2.2,0.6,0.0,1.6,1.1,10.9,22,60
William Dean Naulls,前锋-中锋,1.98,102,10,4,716, ,28.8,40.6%,6.3,15.6, , , ,81.2%,3.1,3.9,9.1, , ,1.6, , , ,3.1,15.8,,
Kenneth Wayne Natt,后卫,1.91,84,3,3,49, ,7.9,41.7%,1.3,3.2,20.0%,0.0,0.2,62.1%,0.4,0.6,0.8,0.3,0.5,0.8,0.2,0.0,0.7,1.2,3.1,,
Calvin Leon Natt,前锋,1.98,100,11,5,599, ,31.4,52.8%,6.7,12.7,21.9%,0.0,0.1,76.8%,3.8,4.9,6.8,2.3,4.5,2.2,0.9,0.3,2.1,2.3,17.2, , 
Howard Nathan,后卫,1.80,79,1,1,5,0,3.0,55.6%,1.0,1.8,0.0%,0.0,0.2,75.0%,0.6,0.8,0.0,0.0,0.0,0.4,0.6,0.0,1.6,0.4,2.6,5,0
Swen Erick Nater,中锋,2.11,109,8,4,489, ,28.4,53.7%,5.0,9.3, , , ,76.0%,2.2,2.9,10.8,3.1,7.7,2.0,0.5,0.5, ,3.1,12.2,,
Stephen John Nash,后卫,1.91,88,18,3,1217,1053,31.3,49.0%,5.2,10.6,42.8%,1.4,3.2,90.4%,2.5,2.8,3.0,0.5,2.5,8.5,0.7,0.1,2.9,1.6,14.3,764,453
Charles Francis Nash,前锋,1.96,98,1,2,45, ,7.9,32.4%,1.0,3.2, , , ,82.7%,1.0,1.2,1.8, , ,0.4, , , ,1.3,3.0,,
Robert Lee Nash Jr.,前锋,2.03,88,4,2,219, ,11.7,43.5%,2.0,4.6, , , ,73.0%,0.7,1.0,2.2, , ,0.7, , , ,1.3,4.7,,
Paul Wally Napolitano,前锋-后卫,1.88,84,1,1,1, , , ,0.0,0.0, , , , ,0.0,0.0, , , ,0.0, , , ,0.0,0.0,,
Larry Donell Nance,前锋-中锋,2.08,93,13,2,920,795,33.4,54.6%,6.9,12.7,14.5%,0.0,0.1,75.5%,3.2,4.2,8.0,2.5,5.5,2.6,0.9,2.2,1.9,2.9,17.1, , 
Eduardo Alonso Najera,前锋,2.03,109,12,5,619,85,18.1,48.1%,1.9,4.0,31.1%,0.2,0.6,67.1%,0.9,1.3,3.7,1.4,2.3,0.8,0.7,0.4,0.6,2.2,4.9,348,271
Lee Nailon,前锋,2.06,108,6,7,306,96,19.0,47.4%,3.7,7.7,11.1%,0.0,0.0,78.6%,1.2,1.6,3.1,1.2,1.8,1.0,0.4,0.2,1.0,1.9,8.6,125,181
Frederick Karl Nagy,后卫-前锋,1.88,84,1,1,50, , ,34.7%,1.9,5.4, , , ,67.0%,1.3,1.9, , , ,1.4, , , ,1.7,5.1,,
Gerald R. Nagel,后卫,1.83,86,1,1,14, , ,21.4%,0.4,2.0, , , ,25.0%,0.1,0.3, , , ,1.3, , , ,0.8,0.9,,
Bostjan Nachbar,前锋,2.06,100,6,3,317,25,17.8,40.6%,2.3,5.8,37.5%,1.0,2.7,78.4%,1.4,1.8,2.6,0.4,2.2,0.9,0.4,0.3,0.9,2.2,7.1,145,172
Boris Alexander Nachamkin,前锋,1.98,95,1,1,6, ,9.8,30.0%,1.0,3.3, , , ,61.5%,1.3,2.2,3.2, , ,0.5, , , ,1.0,3.3,,
Robert E. Naber,前锋,1.91,84,1,1,4, ,2.8,0.0%,0.0,1.0, , , ,50.0%,0.3,0.5,1.3, , ,0.3, , , ,1.5,0.3,,
Boniface N'Dong,中锋,2.13,90,1,1,22,1,6.9,41.5%,1.0,2.4,0.0%,0.0,0.0,66.7%,0.3,0.4,1.7,0.7,1.0,0.3,0.1,0.2,0.3,1.0,2.3,13,9
Mamadou N'diaye,中锋,2.13,116,5,4,69,9,12.4,42.7%,1.2,2.9,0.0%,0.0,0.0,73.6%,1.3,1.8,3.3,1.3,2.0,0.1,0.2,0.9,0.6,2.1,3.8,27,42
Makhtar Vincent N'diaye,前锋,2.03,111,1,1,4,0,6.8,25.0%,0.3,1.0, ,0.0,0.0,75.0%,0.8,1.0,1.3,0.8,0.5,0.3,0.0,0.3,0.3,2.3,1.3,0,4
Hamady Barro N'Diaye,中锋,2.13,107,3,2,33,0,4.8,46.7%,0.2,0.5, ,0.0,0.0,46.2%,0.2,0.4,0.8,0.2,0.5,0.1,0.1,0.3,0.2,1.0,0.6,8,25
Olumide Oyedeji,中锋,2.08,109,3,2,92,5,6.4,49.5%,0.5,1.1, ,0.0,0.0,65.9%,0.3,0.4,2.1,0.7,1.5,0.1,0.2,0.2,0.3,1.2,1.4,50,42
Raymond Owes,前锋,2.06,102,1,1,57,1,10.4,41.7%,1.3,3.2,20.0%,0.0,0.1,56.5%,0.5,0.8,2.9,1.1,1.7,0.3,0.3,0.4,0.4,1.5,3.1,23,34
Thomas William Owens,中锋-前锋,2.08,98,7,4,488, ,23.5,50.8%,4.5,8.9, , , ,76.4%,2.5,3.2,6.2,2.2,4.0,2.0,0.5,0.5, ,3.3,11.5,,
James L. Owens,后卫-前锋,1.91,84,2,4,90, , ,31.3%,1.9,6.0, , , ,61.4%,1.5,2.4, , , ,1.5, , , ,2.7,5.2,,
Larry Owens,前锋,2.01,95,2,3,19,0,11.5,44.2%,1.0,2.3,44.4%,0.4,0.9,53.8%,0.4,0.7,1.5,0.2,1.3,0.6,0.5,0.3,0.4,1.5,2.8,10,9
Keith Kensel Owens,前锋,2.01,102,1,1,20,0,4.0,28.1%,0.5,1.6, ,0.0,0.0,80.0%,0.4,0.5,0.8,0.4,0.4,0.2,0.3,0.2,0.1,0.6,1.3,10,10
Jim Owens,前锋,1.96,91,2,1,58, ,9.2,41.8%,1.3,3.2, , , ,76.7%,0.4,0.5,0.9,0.1,0.8,1.1,0.4,0.0, ,0.6,3.1,,
Eddie Owens,前锋,2.01,95,1,1,8, ,7.9,42.9%,1.1,2.6, , , ,50.0%,0.4,0.8,1.3,0.6,0.6,0.6,0.1,0.0,0.4,1.1,2.6,,
Haywood Chris Owens,前锋,2.01,111,1,1,1,0,6.0,66.7%,2.0,3.0, ,0.0,0.0, ,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0,1
Billy Eugene Owens,前锋-后卫,2.03,100,10,6,600,475,29.4,48.1%,4.8,9.9,29.1%,0.1,0.5,62.9%,2.0,3.2,6.7,2.4,4.3,2.8,0.9,0.5,2.2,2.9,11.7,280,320
Andre Owens,后卫,1.93,91,2,2,54,9,11.1,37.0%,1.2,3.4,37.5%,0.4,1.0,71.2%,0.7,1.0,1.3,0.4,0.8,1.0,0.3,0.1,0.7,1.1,3.6,20,34
Douglas M. Overton,后卫,1.91,86,11,8,499,62,14.6,41.2%,1.8,4.3,31.9%,0.2,0.7,81.6%,0.8,0.9,1.3,0.3,1.0,2.1,0.4,0.0,0.9,1.2,4.5,165,334
Claudell Overton,后卫,1.88,88,1,1,15, ,12.1,25.3%,1.3,5.0, , , ,66.7%,1.3,2.0,1.7, , ,1.0, , , ,1.7,3.9,,
Travis Marquez Outlaw,前锋,2.06,95,11,4,622,98,21.0,42.3%,3.2,7.6,33.7%,0.6,1.6,74.4%,1.5,2.0,3.2,0.8,2.4,0.8,0.5,0.6,0.8,1.7,8.5,237,385
Charles Outlaw,前锋,2.03,95,15,4,914,352,22.7,56.7%,2.2,3.9,7.9%,0.0,0.0,52.1%,1.0,2.0,4.9,1.8,3.0,1.6,0.9,1.3,1.2,2.4,5.4,432,482
Mac William Otten,前锋-中锋,2.01,100,1,2,59, , ,32.9%,0.9,2.6, , , ,49.4%,0.7,1.4, , , ,0.6, , , ,2.0,2.4,,
Donald F. Otten,中锋,2.08,109,4,5,219, , ,35.7%,3.0,8.4, , , ,76.1%,4.4,5.8, , , ,1.4, , , ,3.6,10.5,,
Matthew Brian Othick,后卫,1.88,75,1,1,4,0,9.8,60.0%,0.8,1.3,50.0%,0.5,1.0,0.0%,0.0,0.5,0.5,0.3,0.3,1.8,0.3,0.0,1.0,1.8,2.0,2,2
Gregory Donovan Ostertag,中锋,2.18,127,11,2,756,321,19.5,48.6%,1.8,3.6,10.0%,0.0,0.0,56.9%,1.1,1.9,5.5,2.0,3.5,0.6,0.3,1.7,0.9,2.5,4.6,475,281
Walter Raymond Osterkorn,前锋-中锋,1.96,98,4,1,204, ,25.4,33.4%,2.2,6.7, , , ,59.2%,2.6,4.4,6.0, , ,1.7, , , ,2.9,7.0,,
Charles H. Osborne,前锋,1.98,95,1,1,4, ,5.3,12.5%,0.3,2.0, , , ,75.0%,0.8,1.0,2.3, , ,0.3, , , ,0.8,1.3,,
Daniel Joseph Orton,前锋,2.08,116,3,3,51,6,10.6,48.5%,1.0,2.0,0.0%,0.0,0.0,59.7%,0.8,1.4,2.5,0.9,1.5,0.5,0.4,0.5,0.6,1.6,2.8,25,26
